image_id, phrase1, phrase2, entity_id
2544426580, The baby, Boy, EN#57145
2544426580, The baby, A boy, EN#57145
285319526, a blue t-shirt, a purple t-shirt, EN#76882
285319526, a blue shirt, a purple t-shirt, EN#76882
3627676364, A group, A group of people, EN#132538
3627676364, a people, A group of people, EN#132538
3627676364, A group, The people, EN#132538
3627676364, A group, People, EN#132538
3627676364, A group of people, The people, EN#132538
3627676364, A group of people, People, EN#132538
155014252, Children, kids, EN#16134
155014252, kids, Children, EN#16134
3385956569, A person, Man, EN#114615
3385956569, A person, A man, EN#114615
3385956569, Man, a snowboarder, EN#114615
3385956569, Man, A snowboarder, EN#114615
3385956569, a snowboarder, A man, EN#114615
3385956569, A snowboarder, A man, EN#114615
2793597468, A smiling young man, A black man, EN#73250
2793597468, A smiling young man, another black man, EN#73250
4758553023, his model of a classic white plane, a miniature plane, EN#199649
1806088665, A little boy, A boy, EN#21073
3730260112, a grassy field, a field of tall grass, EN#140161
1801063894, A woman, A girl, EN#20836
1801063894, A woman, Wet girl, EN#20836
1801063894, the water, a body of water, EN#20837
1801063894, A girl, Wet girl, EN#20836
1801063894, A girl, A woman, EN#20836
1801063894, Wet girl, A girl, EN#20836
1801063894, Wet girl, A woman, EN#20836
1801063894, a body of water, the water, EN#20837
1409784126, A group of ladies, Three women, EN#11713
1409784126, A group of ladies, representatives, EN#11713
1409784126, people, A group of people, EN#11714
2727591060, a Coldwell Banker dog mascot costume, a dog costume, EN#68941
2727591060, a person, A man, EN#68939
10090841, A man, A old man, EN#266
3431552668, a tv, a machine, EN#117769
7258326556, A man, A male, EN#267608
7258326556, A male, A man, EN#267608
3281610068, A man, A businessman, EN#106670
4654602371, a group of people, People, EN#187327
4654602371, another man, A man, EN#187326
7278335118, Two children, Happy children, EN#267816
499732144, A young boy, A young smiling boy, EN#226497
499732144, a young boy, A young smiling boy, EN#226497
499732144, A young smiling boy, A young boy, EN#226497
1410193619, a floor lamp, lamp, EN#11755
1410193619, a floor lamp, a lamp, EN#11755
1410193619, Small girl, Woman, EN#11754
1410193619, A baby, A small child, EN#11754
221024576, all, Large group of individuals, EN#34365
5321755236, a large sand dune, the desert sands, EN#233624
2566294211, People, Six people, EN#58528
4823839290, a body of water, the water, EN#207379
4823839290, a body of water, water, EN#207379
4979481707, red, a red shirt, EN#225537
2329299623, a compound miter, an electrical saw, EN#41992
2329299623, an electrical saw, a circular saw, EN#41992
2329299623, a circular saw, a saw, EN#41992
2864575495, a large grill, the chicken grill, EN#77554
2906755876, a small white table, a small table, EN#80517
2061927950, a young child, a baby, EN#26444
2061927950, a couple, A young family, EN#26442
2061927950, a baby, a child, EN#26444
3846314390, A young man, A boy, EN#145365
3846314390, A boy, One man, EN#145365
2781910363, an air mattress, these mattresses, EN#72660
4963615502, A young woman, a girl, EN#223759
4963615502, A young woman, A girl, EN#223759
4963615502, a girl, A yong woman, EN#223759
4963615502, a girl, A young woman, EN#223759
4963615502, A girl, A yong woman, EN#223759
4963615502, A girl, A young woman, EN#223759
6980999098, an adult, A person, EN#263102
3094302882, A group of people, People, EN#93187
3094302882, A large group of people, People, EN#93187
3247423890, A man, A person, EN#104146
3247423890, A person, The man, EN#104146
3247423890, A person, A man, EN#104146
2101738845, Five children, Five Asian children, EN#28785
2101738845, Five Asian children, Asian children, EN#28785
4545183125, Two Asian women, Two Japanese ladies, EN#176888
2830309113, some playground equipment, a pole, EN#75269
2830309113, A Little child, a young boy, EN#75267
6041167176, A man, African soldier, EN#247011
6041167176, This man, African soldier, EN#247011
6041167176, a large gun, a gun, EN#247010
2894576909, This person, A man, EN#79693
2894576909, A man, A person, EN#79693
4737220407, A young girl, A brown-haired woman, EN#197201
4737220407, A young girl, A young woman, EN#197201
4737220407, A young girl, A woman, EN#197201
2877189011, A man, another man, EN#78411
2877189011, one man, another man, EN#78411
2877189011, a cowboy, another man, EN#78411
4786170253, A large group of dark-skinned people, a crowd, EN#202684
1161159603, a shore, the bank, EN#4238
5210430501, A Teenage boy, A young man, EN#231014
5210430501, A Teenage boy, A man, EN#231014
5210430501, A skateboarder, A young man, EN#231014
5210430501, A skateboarder, A man, EN#231014
5210430501, A young man, A boy, EN#231014
5210430501, A boy, A man, EN#231014
2935703360, A dog, A black dog, EN#82478
2935703360, yellow poles, yellow cones, EN#82479
2935703360, A little dog, A black dog, EN#82478
2935703360, A black dog, Dog, EN#82478
3313237692, the breakroom, a room, EN#108663
3504662140, a black jacket, a blue jacket, EN#123395
4700639206, Several Asian women, three people, EN#192697
4700639206, Three women, friends, EN#192697
2578952418, Two men, Two happy men, EN#59310
2578952418, a grassy area, a park, EN#59311
2578952418, hands, hand, EN#59312
2578952418, Two guys, Two happy men, EN#59310
2578952418, Two happy men, Two men, EN#59310
6274424188, A person, A man, EN#251389
6274424188, A man, A person, EN#251389
3449718979, cement steps, steps, EN#119085
3449718979, cement steps, the steps, EN#119085
1957683077, A woman, A girl, EN#24074
1957683077, A girl, A happy woman, EN#24074
1957683077, A girl, A young woman, EN#24074
3475969992, A woman, A girl, EN#121140
17314123, lemons, veg, EN#19510
17314123, little boy, Young man, EN#19509
17314123, Young man, A young boy, EN#19509
3500139659, a circular track, a track, EN#122992
4715258195, "red , padded benches", one of two red benches, EN#194203
4715258195, only one man, Old man, EN#194201
4715258195, A man, Old man, EN#194201
4073086719, An individual, A woman, EN#154236
4073086719, another individual, one girl, EN#154236
4073086719, A woman, one girl, EN#154236
218553496, A crowd of people, A crowd, EN#32852
2807380242, toddler and infant children, their babies, EN#74068
3612485611, sportswear, street clothes, EN#131573
4267614055, Child, A young person, EN#160919
4267614055, A child, A young person, EN#160919
4267614055, A young person, A young boy, EN#160919
3214381315, A man, another man, EN#101672
3214381315, a man, another man, EN#101672
3214381315, One man, another man, EN#101672
3301935788, a snowbank, a park, EN#107983
4824709515, A lone male, A person, EN#207568
4824709515, A person, A man, EN#207568
4824709515, A man, A person, EN#207568
4784681859, a blue sponge, a sponge, EN#202522
4784681859, A little boy, A boy, EN#202521
1928789813, small groups of men, A group of people, EN#23379
1928789813, women, A group of people, EN#23379
1928789813, A group of people, People, EN#23379
181616579, Three men, 3 Veterans, EN#21344
181616579, veterans flags, American flags, EN#21343
181616579, three white males, 3 Veterans, EN#21344
3670131152, a little kid, a small girl, EN#135664
6916655550, four adults, a group of four people, EN#261269
6916655550, pink jacket, a pink shirt, EN#261271
6916655550, a group of four people, some people, EN#261269
6916655550, a pink jacket, a pink shirt, EN#261271
407678652, a rocky hill, rocky terrain, EN#154385
407678652, A group of hikers, The hikers, EN#154383
3119875880, Kids, Children, EN#94864
111737806, A woman, a girl, EN#2991
111737806, A woman, A girl, EN#2991
111737806, the opening, a hole, EN#2993
111737806, red shorts, red short, EN#2994
111737806, red shorts, a red short, EN#2994
111737806, a girl, A woman, EN#2991
111737806, A girl, A woman, EN#2991
3575947093, man, an old man, EN#128778
3575947093, man, another man, EN#128778
3575947093, another man, an older man, EN#128778
4792532614, police, A police officer, EN#203215
6917596231, Seven young men, An all male crowd, EN#261309
4668912499, An individual, An older woman, EN#188527
4668912499, their goods, her purchase, EN#188533
4668912499, the female cashier, a younger woman, EN#188526
4668912499, An individual, A woman, EN#188527
4668912499, a younger woman, the female cashier, EN#188526
30859019, a garment, cloth, EN#92306
35506150, a wooden bench, a bench, EN#126906
2893618834, an orange cone, an orange construction cone, EN#79632
2893618834, A man, a bicyclist, EN#79627
2893618834, a bicyclist, a man, EN#79630
488196964, A very wet dog, a brown dog, EN#214370
5888200593, A group of people, People, EN#244515
5888200593, People, A group of people, EN#244515
5791568, City workers, A man, EN#243131
2403610816, a billboard advertisement, a billboard, EN#46733
2403610816, a witty billboard advertisement, a yellow billboard, EN#46733
2997191641, An Asian baby, Baby Asian child, EN#86328
2997191641, An Asian baby, A toddler, EN#86328
2997191641, A baby girl, Baby Asian child, EN#86328
2997191641, A baby girl, A toddler, EN#86328
2997191641, a cheese stick, a snack, EN#86330
2997191641, Baby Asian child, a baby, EN#86328
2997191641, Baby Asian child, A toddler, EN#86328
2997191641, a baby, A toddler, EN#86328
3583092048, Two young girls, A woman, EN#129473
3583092048, Two young girls, Two women, EN#129473
2664901838, a small road, a road, EN#64901
2664901838, a road, a pavement path, EN#64901
1242603438, two groups, a family, EN#6093
1242603438, each group, Eleven little girls, EN#6093
1242603438, young teens, Group of young kids, EN#6093
1242603438, about 11 girls, Eleven little girls, EN#6093
1242603438, a team, Group of young kids, EN#6093
4460094967, Several adults, Various people, EN#170327
451597318, orange disc, an orange toy, EN#174780
451597318, a Frisbee, a disk, EN#174780
2355763034, a girl, A woman, EN#43855
2355763034, Girl, A woman, EN#43855
2355763034, A woman, A girl, EN#43855
2705105025, Kids, A group of 8 teenager, EN#67320
2705105025, A group of 8 teenager, People, EN#67320
4943870853, a building, a convenience store, EN#221521
3003691049, "a large , white poodle", A dog, EN#86652
3003691049, "a large , white poodle", her dog, EN#86652
3003691049, "a large , white poodle", a dog, EN#86652
4288768841, A balding guy, Men, EN#161697
409930622, A man, Old man, EN#155384
409930622, Old man, Man, EN#155384
4717583951, a large Calvin Klein advertisement, a Calvin Klein ad, EN#194652
4717583951, A casually dressed black man, A black man, EN#194651
1277743944, a red shirt, red, EN#7023
1277743944, red, a red sweater, EN#7023
1277743944, red, a red shirt, EN#7023
3341930221, the sidewalk, the street, EN#111002
3275646864, A toddler, A baby, EN#106291
3275646864, A toddler, A small child, EN#106291
3275646864, used paper, a notepad, EN#106295
3275646864, A baby, A small child, EN#106291
3275646864, A baby, a boy, EN#106291
3275646864, A baby, A toddler, EN#106291
3275646864, A small child, A toddler, EN#106291
2679926555, a puffy purple skirt, her fluffy purple skirt, EN#65794
6971364322, another person, An American male wrestler, EN#262852
7527739826, The man, A boy, EN#271079
7527739826, A young man, A boy, EN#271079
219301553, a stream, a river, EN#33313
219301553, A group of people, People, EN#33312
219301553, a group of people, People, EN#33312
1357724865, a river, the base of a waterfall, EN#9826
1357724865, the water, a body of water, EN#9826
1357724865, a body of water, the water, EN#9826
1357724865, a body of water, water, EN#9826
2826039666, a red and silver truck, a truck, EN#75084
4977435809, A man, Businessman, EN#225306
4977435809, a man, Businessman, EN#225306
4977435809, Businessman, A man, EN#225306
6915111992, yellow and red uniforms, a yellow and black soccer uniform, EN#261213
7070587325, mini-race cars, go-karts, EN#264977
3215847501, A group of climbers, Several people, EN#101763
601816185, Naked children, Four little naked boys, EN#246641
601816185, A few young ethnic boys, Children, EN#246641
4612142419, a body of water, water, EN#182640
4612142419, a body of water, the water, EN#182640
6921501861, orange glasses, glasses, EN#261498
2071273039, a sweater advertisement, decoration, EN#26887
2071273039, An elderly woman, A person, EN#26885
2071273039, A person, A man, EN#26885
230105501, a girls, A woman, EN#39990
230105501, the arm of a couch, an end of a couch, EN#39991
230105501, a girl, another woman, EN#39993
230105501, a card, a greeting card, EN#39992
230105501, A woman, The girl, EN#39990
230105501, Two women, Two girls, EN#39998
3211210739, A young man, A boy, EN#101423
1616086463, A group of people, People, EN#17585
5767811093, a baseball, the ball, EN#242661
5767811093, A baseball player, A man, EN#242660
693164706, A boy, A little kid, EN#261797
693164706, A boy, a little boy, EN#261797
693164706, A little kid, Boy, EN#261797
693164706, a little boy, Boy, EN#261797
2731171552, another boy, One man, EN#69109
2731171552, his hands, his hand, EN#69112
2731171552, a second boy, One man, EN#69109
4782892651, a female police officer, a lady cop, EN#202338
4782892651, An old lady, A lady, EN#202336
3561404991, A group of people, People, EN#127730
2667947118, a wooden box, a box, EN#65158
2667947118, a red hat, a wool cap, EN#65159
3233560682, A group of men, a band, EN#103044
3233560682, a guitar, musical instruments, EN#103047
3233560682, a band, Three men, EN#103044
33972426, Two men, The young boys, EN#115379
2575372856, A boy, A young man, EN#59119
2575372856, A boy, A man, EN#59119
2575372856, a blue and green razor, a green razor, EN#59120
2575372856, his beard, his overgrown beard, EN#59122
147992532, Young girl, A dark-haired woman, EN#14440
147992532, Young girl, Young woman, EN#14440
147992532, A dark-haired woman, The girl, EN#14440
147992532, A dark-haired woman, A girl, EN#14440
147992532, The girl, Young woman, EN#14440
147992532, Young woman, A girl, EN#14440
226675419, a female, a woman, EN#37843
2147870343, a girl, woman, EN#31124
2147870343, a girl, A woman, EN#31124
2147870343, a man, boy, EN#31125
2147870343, a girl, the women, EN#31124
2147870343, A man, boy, EN#31125
2147870343, woman, A girl, EN#31124
2147870343, woman, the women, EN#31124
2147870343, A woman, A girl, EN#31124
2147870343, A woman, the women, EN#31124
2147870343, A girl, the women, EN#31124
3965632762, a purple American football uniform, purple, EN#149971
2333758916, An older man, Arabic man, EN#42297
3218889785, The skateboarder, A man, EN#102056
3218889785, A skateboarder, A man, EN#102056
3218889785, A child, A man, EN#102056
3218889785, A man, The skateboarder, EN#102056
3457045393, a child, a girl, EN#119566
4901500841, A girl, A woman, EN#216695
4901500841, A girl, A young woman, EN#216695
4901500841, A blond girl, A woman, EN#216695
4901500841, A blond girl, A young woman, EN#216695
2230983294, the young lady, daughter, EN#35718
2230983294, the young lady, her daughter, EN#35718
24761526, A girl, A young woman, EN#52337
24761526, Blond girl, A young woman, EN#52337
24761526, A young woman, A smiling blond girl, EN#52337
421762501, A gray-haired man, Two old people, EN#159371
421762501, coats, trench coats, EN#159373
421762501, Two old people, Two men, EN#159371
421762501, Two old people, Two older men, EN#159371
283146608, A rock singer, Performer, EN#75399
4588444998, A young woman, A smiling woman, EN#180808
3388096008, A man, A male, EN#114702
3388096008, A male, a man, EN#114702
3388096008, A male, This man, EN#114702
3204922011, A surfer, A man, EN#100915
3204922011, a huge wave, a huge green wave, EN#100917
3204922011, Surfer, A man, EN#100915
3826491809, A man, A person, EN#144464
3551781969, cables, jumping apparatus, EN#127015
3551781969, A girl, Woman, EN#127011
3551781969, Young girl, Woman, EN#127011
392172670, A group of children, Children, EN#148256
4956455528, A man, An old man, EN#223043
4956455528, An old man, A man, EN#223043
3172369593, The young woman, a girl, EN#98195
3172369593, The young woman, A girl, EN#98195
3172369593, a girl, A woman, EN#98195
3172369593, A woman, A girl, EN#98195
2423894412, A person, A man, EN#48390
126824259, A woman, Girl, EN#6770
4714879695, Four women, Four girls, EN#194165
4714879695, Four young women, Four girls, EN#194165
363363320, various other fruits, colorful fruits, EN#132886
363363320, a fruit vendor 's cart, a fruit cart, EN#132885
3391317095, A man, An Asian man, EN#114896
3391317095, an oriental man, An Asian man, EN#114896
2013827826, A girl, A woman, EN#25001
2013827826, the end of a tunnel, the entrance, EN#25002
2013827826, A girl, The young person, EN#25001
2013827826, A girl, Woman, EN#25001
2198511848, Snowboarder, A man, EN#33610
2198511848, A snowboarder, A man, EN#33610
2198511848, The snowboarder, A man, EN#33610
2198511848, A man, A snowboarder, EN#33610
3591170729, a man, A boy, EN#130043
3591170729, A boy, A man, EN#130043
3591170729, A boy, The man, EN#130043
401649634, A man, A old man, EN#151988
2482097485, A young man, A runner, EN#52729
2482097485, A runner, Young man, EN#52729
2482097485, A runner, A man, EN#52729
2482097485, Young man, A runner, EN#52729
3653837067, A woman, Women, EN#134400
3653837067, a white fence, a fence, EN#134402
3651971126, a white dog, a tan dog, EN#134246
3651971126, a cement path, a path, EN#134244
4401074280, a crowd of people, A crowd, EN#166362
4401074280, a crowd of people, a crowd, EN#166362
5731856709, A man, old man, EN#241946
5731856709, A man, An old man, EN#241946
904404695, a small stream, a stream, EN#283319
4946004444, a submarine, a old war submarine, EN#221825
4946004444, A group of people, People, EN#221824
4946004444, a old war submarine, a submarine, EN#221825
263984805, A middle-aged man, Young man, EN#63219
263984805, A middle-aged man, a young man, EN#63219
507370544, A group of people, A similarly attired group, EN#228152
5757814392, A young child, A dirty little boy, EN#242518
5757814392, A dirty little boy, Little boy, EN#242518
5757814392, A dirty little boy, This child, EN#242518
2490768374, green, blue, EN#53082
3294336227, an orange jacket, an orange coat, EN#107529
3168123064, a black wetsuit, all black, EN#97783
4688193042, all the people, A crowd of people, EN#190913
2335504881, red and black graffiti, graffiti, EN#42415
2335504881, crew, Three guys, EN#42412
3361990489, a photo, a tree, EN#112807
3361990489, a photo, tree, EN#112807
24226660, A person, A man, EN#48272
24226660, a jacket, a black jacket, EN#48274
24226660, A man, A person, EN#48272
5571949283, A man, An old man, EN#238920
5571949283, An old man, A man, EN#238920
2929188436, A Hispanic woman, Woman, EN#82091
2929188436, A Hispanic woman, A woman, EN#82091
452385803, a man, Two men, EN#175274
3183875944, an orange object, toy, EN#99272
3183875944, an orange object, a toy, EN#99272
3183875944, an orange object, a buoy, EN#99272
3134387321, a boy, a man, EN#95838
1679557684, a big black dog, another dog, EN#18612
1679557684, the tennis ball, a ball, EN#18611
1679557684, a ball, a tennis ball, EN#18611
86120479, a scaffolding, a steel structure, EN#281960
86120479, A worker, A construction worker, EN#281958
86120479, A worker, construction worker, EN#281958
3084011028, Two women, Two girls, EN#92084
3084011028, The two women, Two girls, EN#92084
2095667691, A girl, a woman, EN#28391
2095667691, Brunette, a woman, EN#28391
2925737498, A young man, A boy, EN#81947
2925737498, A man, A boy, EN#81947
2925737498, A boy, A man, EN#81947
3706579316, three girls, Three young women, EN#138314
3706579316, one boy, one young man, EN#138318
3706579316, a sidewalk, a harbor, EN#138317
4145725151, One African-American male, black male, EN#156858
4145725151, A dark colored man, One black boy, EN#156858
4145725151, another man, One black boy, EN#156858
558161347, pans, dishes, EN#239024
3441145615, a line, A group of cyclers race, EN#118508
6774607635, A child, A girl, EN#257805
133905560, Two dogs, Two yellow labs, EN#9178
3293974034, the bottom of a staircase, the bottom of a concrete staircase, EN#107493
3293974034, This person, A man, EN#107492
3293974034, the bottom of the stairs, the stairs, EN#107493
3293974034, the bottom of the stairs, stairs, EN#107493
3293974034, A man, A person, EN#107492
6141966747, Man, A runner, EN#248505
6141966747, Man, A person, EN#248505
6141966747, A runner, A man, EN#248505
6141966747, A person, A man, EN#248505
2629027962, a child, A girl, EN#62402
2629027962, A girl, A child, EN#62402
2253052296, A toddler, small long-haired child, EN#37086
2253052296, A toddler, A child, EN#37086
85306247, piece of pottery, pottery, EN#281593
533508800, A man, A person, EN#233903
533508800, a graffiti picture of a big hand, a spray-painted sign of a hand, EN#233906
533508800, A man, A child, EN#233903
533508800, the peace sign, graffiti, EN#233913
2825483885, A man, An old man, EN#75013
2825483885, Man, An old man, EN#75013
405117798, A young boy, A young man, EN#153396
405117798, A young man, A boy, EN#153396
3509711173, a white horse, a horse, EN#123700
3509711173, An Asian man, A man, EN#123698
3509711173, An asian man, A man, EN#123698
3509711173, A contestant, A man, EN#123698
4665599368, A young boy, A young male child, EN#188301
4648443136, a Santa Claus statue, a statue, EN#186518
3602838407, A black dog, A dog, EN#130814
3602838407, A dog, A black dog, EN#130814
3178599352, A girl, A smiling woman, EN#98756
3178599352, The girl, A smiling woman, EN#98756
3247341210, People, A group of people, EN#104121
2863539038, An Asian man, A man, EN#77538
2579899436, A little boy, A boy, EN#59384
2579899436, a puddle, a stream, EN#59387
2579899436, A boy, A little boy, EN#59384
2579899436, a stream, a puddle, EN#59387
4676081623, red shirt, a multicolored dress, EN#189400
4676081623, A woman, A tattooed woman, EN#189399
4676081623, red shirt, a dress, EN#189400
6267021353, something, a circle, EN#251212
651277216, a brick street, a city street, EN#255124
2772532341, A woman, A girl, EN#71942
2772532341, A girl, The woman, EN#71942
2772532341, A girl, A woman, EN#71942
477141784, A man, Two men, EN#201200
2830579786, Group of people, people, EN#75329
2830579786, Group of people, People, EN#75329
4450422489, An old man, A man, EN#169586
4450422489, jacket, a black jacket, EN#169588
4450422489, a bearded man, Older man, EN#169586
4450422489, a bearded man, An older man, EN#169586
3481884992, Man, A surfer, EN#121516
3481884992, a large wave, a good sized wave, EN#121518
3481884992, A man, A surfer, EN#121516
3481884992, A surfer, A man, EN#121516
4934470318, A baby boy, A very young child, EN#220188
4934470318, the faucet, the kitchen faucet, EN#220190
4934470318, A very young child, A young redheaded baby, EN#220188
4934470318, A very young child, A baby, EN#220188
4934470318, A very young child, a messy baby, EN#220188
1813597483, Black dog, A dog, EN#21263
3576599481, Woman, Girl, EN#128891
3576599481, A woman, Girl, EN#128891
1348113612, A dog, A black dog, EN#9392
1348113612, A black dog, A dog, EN#9392
3182485193, A young man, A boy, EN#99007
3182485193, a man, A boy, EN#99007
3216762979, a toddler, A child, EN#101846
3216762979, A child, A toddler, EN#101846
2750517549, An Asian man, A man, EN#70354
2750517549, An asian man, A man, EN#70354
3691642887, A dark-haired man, a older man, EN#137183
2534137886, a heavy bucket, a barrel, EN#55793
189035312, people, A group of people, EN#22678
453957521, Four people, A family, EN#176462
196437391, A young girl, A baby boy, EN#24191
5676123641, A snowboarder, A man, EN#240723
5676123641, the snow, a large mountain, EN#240724
5676123641, A man, A snowboarder, EN#240723
3261712960, person, A man, EN#105264
4475656804, a bright red umbrella, a red umbrella, EN#171450
4475656804, the walker, A person, EN#171449
4712369861, the street, a sidewalk, EN#193961
4712369861, A woman, A asian model, EN#193958
4712369861, a sidewalk, the street, EN#193961
6303619277, A young boy, a young man, EN#252088
6303619277, jacket, a black jacket, EN#252089
6303619277, a young man, A boy, EN#252088
6303619277, a young man, A young boy, EN#252088
6303619277, a circuit board, a piece of electronics, EN#252090
6303619277, a small circuit board, electronics, EN#252090
4735982439, A large African American woman, A large man, EN#197081
4735982439, A large lady, A large man, EN#197081
4744741137, a city street, the street, EN#197954
4744741137, a city street, a street, EN#197954
4744741137, a sidewalk, the street, EN#197954
4744741137, a sidewalk, a street, EN#197954
2609353703, a blue dress, a light blue dress, EN#61363
2609353703, a light blue dress, a blue dress, EN#61363
4832188862, A bunch of people, A group of people, EN#208691
280899906, A policeman, A black man, EN#74204
7088139589, several pieces of art, art, EN#265203
101654506, The white and brown dog, A brown and white dog, EN#525
101654506, the surface of the snow, the snow, EN#526
101654506, the surface of the snow, snow, EN#526
101654506, a white and brown dog, A brown and white dog, EN#525
3491658971, A woman, A young man, EN#122284
3491658971, people, a group of people, EN#122287
2397886149, A pair of black women, Two girls, EN#46362
2397886149, Two women, Two girls, EN#46362
2397886149, Two girls, Two Black women, EN#46362
2454932897, A baby, A small child, EN#50851
2454932897, A baby, Smiling child, EN#50851
2454932897, A baby boy, A small child, EN#50851
2454932897, A baby boy, Smiling child, EN#50851
2454932897, A small child, Baby, EN#50851
2454932897, Smiling child, Baby, EN#50851
3487015378, A woman, A girl, EN#121942
3487015378, A woman, Girl, EN#121942
3487015378, A girl, A woman, EN#121942
3057618932, A bicyclist, A man, EN#90729
3057618932, A bicyclist, A person, EN#90729
3057618932, A man, A person, EN#90729
3316628110, Three men, 2 people, EN#108894
2656749876, the street, sidewalk, EN#64336
2656749876, sidewalk, the street, EN#64336
2564144246, the crowd, a crowd of people, EN#58322
4763879642, Two Asian men, 2 men, EN#200443
4763879642, Two Asian men, Two Chinese guys, EN#200443
998845445, the rail of a pilot boat, a moored blue and white boat, EN#285230
323237063, a crowd, a group of pedestrians, EN#102976
3465225506, a woman, women, EN#120114
4516743554, a young man, a skater, EN#174859
4516743554, A young man, a skater, EN#174859
4516743554, a skater, A teenager, EN#174859
3398746625, The male, A man, EN#115509
459559560, A woman gymnast, A female gymnast, EN#181396
459559560, A woman, A gymnast, EN#181396
1415455940, a white party tent, a tent, EN#12029
29389675, A woman, A young girl, EN#82828
29389675, A woman, Young girl, EN#82828
29389675, A woman, A girl, EN#82828
29389675, her hair, her multicolored hair, EN#82829
527946505, A black dog, A dog, EN#232765
527946505, a black dog, A dog, EN#232765
527946505, A dog, a black dog, EN#232765
500678178, A child, Girl, EN#226725
500678178, The child, Girl, EN#226725
500678178, Child, Girl, EN#226725
4697416490, Some men, their fathers, EN#192417
3224375029, the slightest little oriental girls, Four asian women, EN#102436
3224375029, the slightest little oriental girls, Four women, EN#102436
4360337403, a man, A person, EN#164828
4360337403, a climbing wall, a rock climb wall, EN#164829
4360337403, A man, A person, EN#164828
5226772031, a woman, a girl, EN#231517
7634501754, The barefooted person, One man, EN#272435
7634501754, The barefooted person, A barefoot man, EN#272435
384672675, A man, A male, EN#145400
384672675, Man, A male, EN#145400
384672675, A male, A man, EN#145400
1797436026, the goal, the net, EN#20687
1797436026, the net, the goal, EN#20687
4363986324, A little girl, A young woman, EN#164974
4363986324, A young woman, A young girl, EN#164974
4363986324, A young woman, A girl, EN#164974
102455176, A person, A man, EN#700
5312921702, Three people, Three crosscountry skiers, EN#233463
5312921702, Three crosscountry skiers, Three individuals, EN#233463
5312921702, Three crosscountry skiers, Three people, EN#233463
743571049, A little boy, A boy, EN#269835
605691297, a phone line, a telephone wire, EN#247234
426805536, A man, An old man, EN#160938
426805536, An old man, a man, EN#160938
478592803, Two girls, Two women, EN#202644
478592803, Two Asian girls, Two women, EN#202644
478592803, The backs of two Asian girls, Two women, EN#202644
4525101035, A young man, A young black man, EN#175466
4525101035, A young man, A black man, EN#175466
4525101035, A young black man, A young man, EN#175466
4525101035, a thick brown coat, a brown jacket, EN#175468
1716077525, a green tablecloth, a table, EN#19315
4055310167, a building, a shed, EN#153548
4837948080, a typical schoolgirl uniform, a uniform, EN#209314
4837948080, A young Asian girl, A young Asian women, EN#209312
4837948080, A young Asian women, A girl, EN#209312
2057991743, martial arts, karate, EN#26250
429498940, a projector screen, a screen, EN#161980
429498940, a table, a white cloth, EN#161981
429498940, two woman, Two women, EN#161978
2659278131, a small brown and white puppy, A small brown and white dog, EN#64572
2659278131, a small brown and white puppy, Small dog, EN#64572
2659278131, a small brown and white puppy, a puppy, EN#64572
2560388887, A group of people, People, EN#58079
2612150724, Several children, A group of children, EN#61537
2612150724, Several black children, Black children, EN#61537
2612150724, Black children, Young children, EN#61537
33728078, A frightened boy, A man, EN#113783
33728078, A man, Boy, EN#113783
33728078, A man, A teenage boy, EN#113783
33728078, A man, a boy, EN#113783
3417224762, A person, A Morris High School student, EN#116640
3417224762, A Morris High School student, A person, EN#116640
2705922270, The two women, Two girls, EN#67476
2705922270, masks, breathing masks, EN#67477
2705922270, Two girls, Two women, EN#67476
2705922270, Two women, Two girls, EN#67476
4700620470, Asian people, A group of Asian people, EN#192690
3285180819, Two men, Two basketball players, EN#106897
3184112120, young man 's face, the side of a young man 's head, EN#99310
3184112120, Girl, the woman, EN#99301
3184112120, young man 's face, one of the men 's faces, EN#99310
3184112120, Girl, A young woman, EN#99301
3184112120, a girl, the woman, EN#99301
3184112120, a girl, A young woman, EN#99301
3184112120, A girl, the woman, EN#99301
3184112120, A girl, A young woman, EN#99301
3661789938, A female, A woman, EN#134946
271770120, "Two large , black dogs", Two dogs, EN#68369
297019770, A woman, A girl, EN#84676
297019770, A girl, a laughing woman, EN#84676
297019770, A girl, A woman, EN#84676
2672354635, a tennis ball, a ball, EN#65321
2672354635, a ball, a tennis ball, EN#65321
761000714, A group of children, Young kids, EN#272146
4758565051, a small airplane, an airplane, EN#199666
4758565051, A man, Old man, EN#199664
4758565051, Old man, A man, EN#199664
3435015880, a woman, a girl, EN#118046
108149945, railroad tracks, a rail track, EN#1934
2770795174, Five Asians, A group of Asian people, EN#71787
2770795174, A group of Asian people, Asian people, EN#71787
2770795174, A group of Asian people, A group of people, EN#71787
2770795174, People, A group of people, EN#71787
4694306241, a blue sweatshirt, a new york hooded sweatshirt, EN#191910
4694306241, A man, A person, EN#191908
1042359076, an old man, a man, EN#1086
1042359076, an old man, an elder, EN#1086
1042359076, An old man, a man, EN#1086
1042359076, An old man, an elder, EN#1086
3331525712, A man, A fan, EN#110080
3331525712, a man, A fan, EN#110080
3331525712, A fan, a man, EN#110080
2314547049, A woman, A female, EN#41019
2314547049, a woman, A female, EN#41019
2314547049, woman, A female, EN#41019
2194495372, Children, Two kids, EN#33414
2194495372, Children, Boys, EN#33414
2194495372, Two kids, Boys, EN#33414
1071201387, the sidewalk, street, EN#1727
